date,open,high,low,close
2025-11-19 06:00:00,24.52,24.79,21.93,23.66
2025-11-20 06:00:00,20.78,28.27,19.28,26.42
2025-11-21 06:00:00,25.97,27.84,22.54,23.43
2025-11-24 06:00:00,22.69,23.68,20.41,20.52
2025-11-25 06:00:00,20.55,21.77,18.39,18.56
2025-11-26 06:00:00,18.25,18.7,16.93,17.19
2025-11-27 06:00:00,17.22,17.36,17.05,17.21
2025-11-28 06:00:00,17.41,18.52,15.780000000000001,16.35
2025-12-01 06:00:00,17.05,17.39,16.580000000000002,17.240000000000002
2025-12-02 06:00:00,17.28,17.31,16.39,16.59
2025-12-03 06:00:00,16.43,17.28,15.93,16.080000000000002
2025-12-04 06:00:00,16.23,16.63,15.68,15.780000000000001
2025-12-05 06:00:00,15.58,16.18,15.280000000000001,15.41
2025-12-08 06:00:00,16.15,17.09,16.1,16.66
2025-12-09 06:00:00,16.66,17.2,16.45,16.93
2025-12-10 06:00:00,16.94,17.66,15.56,15.77
2025-12-11 06:00:00,16.84,16.88,14.85,14.85
2025-12-12 06:00:00,14.99,17.85,14.85,15.74
2025-12-15 06:00:00,16.51,17.35,15.99,16.5
2025-12-16 06:00:00,17.28,17.61,16.19,16.48
2025-12-17 06:00:00,16.45,18.0,15.82,17.62
2025-12-18 06:00:00,17.61,17.68,15.93,16.87
2025-12-19 06:00:00,16.31,16.53,14.91,14.91
2025-12-22 06:00:00,15.16,15.26,14.030000000000001,14.08
2025-12-23 06:00:00,14.09,14.450000000000001,13.64,14.0
2025-12-24 06:00:00,14.09,14.16,13.38,13.47
2025-12-26 06:00:00,14.120000000000001,14.290000000000001,13.52,13.6
2025-12-29 06:00:00,14.69,15.08,13.99,14.200000000000001
2025-12-30 06:00:00,14.43,14.620000000000001,14.040000000000001,14.33
